concept_id,concept_name
4324193,Aquaspirillum serpens
4324194,Arenibacter latericius
4324201,Bacillus novalis
4324211,Alloscardovia omnicolens
4324253,Microascus
4324259,Codiaeum variegatum
4324265,Salmonella Toowong
4324270,Lutjanus vivanus
4324273,Codiostomum
4324275,Salmonella Malika
4324276,Bluetongue virus 8
4324280,Blue-gray gnatcatcher
4324322,Mycobacterium saskatchewanense
4324342,Neptunomonas
4324389,Festuca rubra var. commutata
4324392,Earth snake
4324408,Tricholoma portentosum
4324418,Drongo cuckoo
4324449,Methylococcus capsulatus
4324452,Mycobacterium pyrenivorans
4324453,Mycobacterium ratisbonense
4324454,Oceanobacter
4324455,Oceanimonas
4324456,Mycobacterium heidelbergense
4324461,Nocardioides aquiterrae
4324462,Methylocaldum
4324476,Natrinincola
4324477,Nevskia
4324478,Nocardiopsis halophila
4324479,Ochrobactrum gallinifaecis
4324480,Natrialba
4324481,Nocardioides nitrophenolicus
4324482,Nocardiopsis aegyptia
4324483,Nocardiopsis composta
4324528,Clostridium mangenotii
4324548,Lactobacillus gasseri
4324553,Fowler's toad
4324596,Ochrobactrum grignonense
4324674,Apophysomyces elegans
4324681,Salmonella Ouakam
4324685,Oryx leucoryx
4324692,Opisthorchis viverrini
4324700,Ogcocephalus nasutus
4324766,Inquilinus
4324767,Mycobacterium terrae complex
4324778,Arcanobacterium pluranimalium
4324781,Bacillus siralis
4324836,Tegenaria domestica
4324841,Phoxinus cumberlandensis
4324842,Salmonella Middlesbrough
4324847,Saksenaea
4324849,Canthidermis sufflamen
4324850,Haemaphysalis leachi mushami
4324853,Dictyocaulus arnfieldi
4324894,Sporosarcina globispora
4324903,Xanthobacteraceae
4324906,Simplicispira metamorpha
4324952,Amphistichus argenteus
4324960,Hygrophorus
4324962,Shark
4324964,Salmonella Chomedey
4324973,Eleginus gracilis
4324981,Crotalaria
4325028,Methanocaldococcaceae
4325029,Micromonospora purpureochromogenes
4325030,Micromonospora rosaria
4325035,Methanothermococcus
4325036,Microbulbifer
4325037,Mogibacterium neglectum
4325038,Paenibacillus agaridevorans
4325039,Paenibacillus antarcticus
4325045,Microbispora
4325046,Mycobacterium holsaticum
4325047,Mycobacterium houstonense
4325053,Streptococcus pyogenes type emm48
4325093,Salmonella Sinstorf
4325102,Uvulifer ambloplitis
4325107,Baylisascaris transfuga
4325116,Kagu
4325117,Ambrosia elatir
4325185,Ochrobactrum lupini
4325187,Azotobacter salinestris
4325189,Tetrasphaera
4325203,Phylum Sarcomastigophora
4325205,Aquabacterium
4325216,"Yersinia enterocolitica, serogroup O:14"
4325273,Haplopappus fructicosus
4325280,Boletus satanus
4325289,Empetrichthys latos
4325416,Qalyub virus
4325417,Short-headed garter snake
4325418,Eimeria porci
4325430,Anas querquedula
4325433,Cestrum laevigatum
4325446,Brevibacterium iodinum
4325448,Aspergillus chevalieri
4325455,Heliothrips
4325542,Oerskovia enterophila
4325543,Oerskovia jenensis
4325544,Paenibacillus glycanilyticus
4325547,Methylomicrobium
4325548,Mycobacterium vanbaalenii
4325586,Macropus robustus
4325592,Moellerella
4325596,Culicoides shortii
4325597,Oesophagodontus robustus
4325616,Heliotropium curassavicum
4325618,Salmonella Minna
4325680,Nitrospinaceae
4325681,Paenibacillus borealis
4325682,Paenibacillus chinjuensis
4325683,Oceanobacillus
4325684,Nocardia pseudovaccinii
4325688,Methylomonas methanica
4325689,Methylomonas scandinavica
4325690,Methylobacterium aquaticum
4325704,Phaeospirillum
4325705,Mycobacterium cosmeticum
4325706,Nocardia takedensis
4325707,Oribacterium
4325708,Moritella profunda
4325709,Nocardiopsis halotolerans
4325711,Nonomuraea angiospora
4325712,Paenibacillus koleovorans
4325713,Paenibacillus koreensis
4325714,Pediococcus claussenii
4325717,Bacillus asahii
4325718,Bacillus jeotgali
4325846,Propionimicrobium
4325848,Bacillus vireti
4325855,Meleagris gallopavo silvestris
4325870,Azoarcus indigens
4326009,Mycoplana bullata
4326010,Mycobacterium lacus
4326011,Nocardiopsis alkaliphila
4326012,Oceanicola
4326020,Methylobacterium hispanicum
4326104,Bluetongue virus 9
4326237,Solenopsis xyloni
4326241,Ornithogalum tenuifolium
4326247,Eimeria pacifica
4326249,Alternaria
4326251,Estrilda melpoda
4326253,Leptinus testaceus
4326258,Salmonella Mim
4326260,Salmo aguabonita
4326263,Sarus crane
4326269,Genus Loxosceles
4326401,Salmonella enterica subspecies enterica serovar Butantan
4326402,Steller's jay
4326416,Boar power pig
4326420,Mycobacterium gadium
4326422,Narcissus
4326423,Human coxsackievirus A7
4326430,Salmonella Gori
4326431,Old World quail
4326496,Human enterovirus D
4326499,Arthrobacter rhombi
4326503,Aquabacterium citratiphilum
4326505,Seabird tick-borne virus group
4326524,Streptococcus pyogenes type emm14
4326566,Xiphophorus helleri
4326570,Meningonema peruzzi
4326572,Epicauta
4326591,Salmonella Pisa
4326592,Acanthogobius flavimanus
4326598,Haematomyzus elephantis
4326663,Nocardia fluminea
4326664,Nocardia uniformis
4326665,Pyemotes tritici
4326666,Nocardia salmonicida
4326667,Nocardia seriolae
4326668,Nocardia shimofusensis
4326669,Nocardia sienata
4326689,Micromonospora inositola
4326690,Micromonospora olivasterospora
4326691,Mycoplasma testudineum
4326725,Gasterophilus inermis
4326727,Pyrus
4326728,Legionella
4326730,Leptothrix
4326737,Kalmia
4326741,Cynanchum
4326745,Eleotris pisonis
4326748,Leptinillus aplodontiae
4326752,Echinoparyphium paraulum
4326758,Sphoeroides lobatus
4326764,"Streptococcus, group G"
4326765,Ictalurus catus
4326766,Agkistrodon himalayanus
4326821,Micromonospora coerulea
4326822,Muricauda
4326823,Nocardia crassostreae
4326830,Streptomyces flavofungini
4326831,Streptomyces almquistii
4326833,Methylocella
4326834,Mycobacterium neworleansense
4326836,Streptomyces nodosus
4326840,Streptomyces sclerotialus
4326842,Streptomyces thermoviolaceus
4326886,Caulolatilus chrysops
4326899,"Salmonella II 18:m,t:1,5"
4326900,Lonchura punctulata
4326903,Brevibacterium frigoritolerans
4326905,Amblyomma testudinarium
4326906,Serrasalmo
4326908,Salmonella Casablanca
4326911,Salmonella Cannonhill
4326916,Mycobacterium fortuitum ss. acetamidolytica
4326921,Salmonella Bangkok
4326953,Aerococcus urinaeequi
4326954,Genus Methylocapsa
4326957,Microscilla
4326958,Mycobacterium brisbanense
4326959,Methylosphaera
4326961,Oxalophagus
4326974,Desulfotomaculum solfataricum
4326975,Desulfotomaculum thermobenzoicum subspecies thermobenzoicum
4326976,Blastobacter henricii
4326977,Genus Buchnera
4326978,Brevibacterium mcbrellneri
4326979,Caedibacter
4326980,Desulfovibrio cuneatus
4326981,Desulfovibrio carbinolicus
4326982,Beijerinckia derxii venezuelaei
4326983,Brevibacillus limnophilus
4326984,Crenarchaeota
4326985,Desulfovibrio senezii
4326987,Bactoderma
4326988,Borrelia turcica
4326989,Bifidobacterium animalis subspecies lactis
4326990,Blastococcus
4326991,Butyrivibrio hungatei
4327036,Xylorrhiza tortifolia
4327041,Galerina autumnalis
4327049,Pseudomonas resinovorans
4327051,Schistosoma mekongi
4327063,Phalaropus tricolor
4327100,Azorhizobium
4327103,Angulomicrobium amanitiforme
4327111,Arsenophonus
4327168,Hylobates syndactylus
4327171,Human echovirus 25
4327173,Mycoplasma mobile
4327179,Ornithogalum longibracteatum
4327180,Haemonchus
4327182,Stylephorus chordatus
4327185,Salmonella Truro
4327193,Dekalb hybrid pig line
4327194,Human adenovirus 20
4327203,Pelobates
4327249,Methylocystis
4327257,Methylococcus mobilis
4327258,Nocardiopsis metallicus
4327263,Methylococcus thermophilus
4327264,Mycobacterium psychrotolerans
4327265,Paenibacillus azoreducens
4327266,Paracoccus versutus
4327267,Paracraurococcus
4327268,Oceanisphaera
4327270,Mycobacterium heckeshornense
4327275,Methanospirillaceae
4327276,Methylobacterium nodulans
4327318,Ornithodoros venezuelensis
4327324,Limnatis africana
4327325,Pteridium yarrabenae
4327339,Salmonella Kimuenza
4327345,Salmonella Bradford
4327355,Mylopharodon conocephalus
4327398,Methylomonas aurantiaca
4327399,Parvimonas
4327400,Mycobacterium visibilis
4327401,Mycoplana dimorpha
4327402,Mycoplana ramosa
4327403,Paenibacillus chitinolyticus
4327404,Genus Parasporobacterium
4327408,Methanothermus
4327409,Oceanospirillum
4327410,Methylobacillus
4327425,Microtetraspora tyrrhenii
4327426,Mycobacterium doricum
4327427,Nakamurellaceae
4327428,Nocardia soli
4327429,Micromonospora aurantiaca
4327430,Micromonospora auratinigra
4327431,Mycoplasma agassizii
4327467,Salmonella Malmoe
4327472,Rhinonyssus
4327473,Klebsiella
4327477,Salmonella Nashua
4327491,Bicaulus schulzi
4327494,Musca crassirostris
4327497,Planorbarius metidjensis
4327499,Allosmerus elongatus
4327557,Mycoplasma alligatoris
4327558,Nocardiopsis kunsanensis
4327559,Paenibacillus dendritiformis
4327560,Paenibacillus elgii
4327562,Paenibacillus lactis
4327563,Parvibaculum
4327567,Methylopila
4327568,Micromonospora gallica
4327569,Muricoccus
4327570,Nocardia flavorosea
4327571,Nocardia higoensis
4327572,Nocardia xishanensis
4327573,Microtetraspora fusca
4327574,Nitrococcus
4327595,Mycobacterium montefiorense
4327596,Peptoniphilus
4327641,Nandinia binotata
4327647,Hypsoblennius hentzi
4327659,Nique virus
4327666,Salmonella Aminatu
4327713,Micromonospora matsumotoense
4327714,Nocardia ignorata
4327715,Nocardia inohanensis
4327734,Micromonospora chalcea
4327735,Micromonospora eburnea
4327736,Nocardia beijingensis
4327788,Chorioptes texanus
4327790,Tissierella praeacuta
4327795,Chitonotus pugetensis
4327801,Notropis texanus
4327803,Civet
4327806,Lactobacillus animalis
4327807,Plant parasitic nematode
4327809,Fusarium tricintum
4327810,Lutzomyia verrucarum
4327811,Budvicia aquatica
4327825,Theileria parva
4327854,Rhodococcus gordoniae
4327860,Aquiflexum
4327863,Streptococcus pyogenes type emm12
4327874,Angiococcus disciformis
4327876,Azoarcus evansii
4327878,Bacillus patagoniensis
4327882,Bacillus gelatini
4327884,Aquaspirillum peregrinum
4327927,Entamoeba equibuccalis
4327929,Percina uranidea
4327933,Salmonella Stratford
4327942,Kobus leche
4327946,Cottus pitensis
4327954,Neisseria flavescens
4327959,Aix galericulata
4327967,Leptopsylla
4327999,Antarctobacter
4328001,Bacillus decolorationis
4328002,Giesbergeria
4328003,Bacillus krulwichiae
4328004,Bogoriellaceae
4328005,Paraburkholderia tropica
4328028,Propionivibrio
4328029,Erwinia papayae
4328067,Symphoromyia hirta
4328075,Lachnanthes
4328081,Canthigaster rostrata
4328085,Osteopilus septentrionalis
4328090,Prunus persica
4328091,Rauvolfia
4328097,Filaroides martis
4328099,Griffon vulture
4328101,Bifidobacterium indicum
4328102,Heterobilharzia
4328140,Granulicatella balaenopterae
4328141,Halomonas alimentaria
4328142,Helicobacter aurati
4328143,Leuconostoc inhae
4328144,Leuconostoc ficulneum
4328145,Marinilabilia
4328155,Desulfotomaculum thermobenzoicum subspecies thermosyntrophicum
4328156,Desulfotomaculum halophilum
4328157,Desulfovibrio fructosivorans
4328159,Helcococcus sueciensis
4328160,Genus Prauserella
4328161,Propionicimonas
4328162,Entomoplasma freundtii
4328163,Erysipelothrix inopinata
4328164,Flexibacter aurantiacus
4328209,Paederus sabaeus
4328210,Pithomyces chartarum
4328216,Brush turkey
4328219,Salmonella Abaetetuba
4328221,Opisthorchis caninus
4328222,Arnica montana
4328230,Gymnophallus
4328232,Nosema heliothidis
4328237,Great tinamou
4328238,Salmonella Albert
4328278,Gordonia westfalica
4328279,Genus Grimontia
4328280,Haloferax
4328341,Areca catechu
4328342,Salmonella Djelfa
4328343,Ophionyssus
4328344,Mycoplasma faucium
4328346,Poephila cincta
4328352,Psilostrophe sparsiflora
4328368,Fonsecaea compacta
4328369,Bertiella
4328372,Lutjanus buccanella
4328413,Isoptericola
4328414,Leptonema
4328415,Melittangium
4328419,Paenibacillus daejeonensis
4328427,Microbacterium ulmi
4328475,Veratrum viride
4328494,Strongyloides avium
4328510,Paraspidodera uncinata
4328513,Conodon nobilis
4328516,Olm
4328676,Nocardiopsis trehalosi
4328677,Paenibacillus graminis
4328723,Magnificient bird of paradise
4328724,Arachis hypogaea
4328729,Human coxsackievirus A13
4328730,Salmonella Straengnaes
4328731,Parophidion schmidti
4328732,Haematobia stimulans
4328734,Dichapetalum toxicarium
4328738,Strongyloides westeri
4328741,Irish terrier
4328742,Tuber
4328743,Cladorrhinum bulbillosum
4328746,Leucoagaricus naucina
4328755,Nosema bombycis
4328792,Moraxella oblonga
4328793,Mycobacterium shottsii
4328794,Paenibacillus brasilensis
4328795,Paenibacillus campinasensis
4328797,Persicobacter
4328799,Nocardia puris
4328800,Methanosarcina
4328808,Mycobacterium parmense
4328809,Opitutae
4328810,Paenibacillus naphthalenovorans
4328811,Paenibacillus nematophilus
4328812,Paenibacillus odorifer
4328813,Pedobacter cryoconitis
4328814,Pelospora
4328817,Streptomyces aurantiacus
4328825,Brucella abortus strain RB51
4328827,Methylosarcina
4328828,Mycobacterium botniense
4328829,Micropruina
4328830,Emberizidae
4328831,Tetrathiobacter
4328832,Palaeococcus
4328876,Elaphostrongylus
4328881,Aedes scutellaris
4328882,Paxillus atrotomentosus
4328892,Aesculus hippocastanum
4328899,Tree
4328900,Ligula
4328901,Lettuce necrotic yellows virus
4328902,Coryphopterus dicrus
4328903,Vespula maculata
4328906,Encephalitozoon
4328947,Nesterenkonia xinjiangensis
4328950,Desulfotomaculum gibsoniae
4328951,Desulfovibrio termitidis
4328952,Brevinema
4328953,Burkholderia unamae
4328954,Syntrophobacterales
4328955,Desulfosporosinus auripigmenti
4328956,Desulfovibrio hydrothermalis
4328957,Desulfovibrio furfuralis
4328958,Desulfovibrio litoralis
4328959,Desulfomicrobiaceae
4328960,Desulfovibrio halophilus
4328961,Desulfovibrio indonesiensis
4328962,Bifidobacterium merycicum
4328964,Belliella
4328965,Bifidobacterium animalis subspecies animalis
4328966,Burkholderia dolosa
4328967,Paraburkholderia xenovorans
4329015,Hydrophis mamillaris
4329024,Crepidostomum
4329039,Trimeresurus purpureomaculatus
4329042,Eimeria pellerdyi
4329098,Prolinoborus
4329099,Flexibacter litoralis
4329100,Chitinophaga filiformis
4329101,Gordonia rhizosphera
4329102,Kaistella
4329103,Lactobacillus mindensis
4329104,Lactobacillus pantheris
4329151,Cardiobacterium
4329152,Capnocytophaga
4329156,Hystrichis tricolor
4329157,Salmonella Budapest
4329243,Bacillus vietnamensis
4329245,Bacillus bataviensis
4329370,Fictibacillus barbaricus
4329376,Halanaerobiaceae
4329377,Halobacillus
4329378,Halobacteroides
4329386,Brenneria alni
4329387,Genus Ilyobacter
4329388,Methanoculleus
4329431,Tetrameres mohtedai
4329433,Mycobacterium haemophilum
4329434,Eimeria colchici
4329442,Crotalus scutulatus
4329443,Salmonella Meskin
4329459,Cananeia virus
4329463,Boa
4329464,Isotricha prostoma
4329501,Desulfobulbus mediterraneus
4329566,Columba guinea guinea
4329603,Salmonella Chingola
4329606,Musca domestica
4329607,Cervus timorensis
4329664,Lactobacillus iners
4329665,Lactobacillus equi
4329700,Notropis bifrenatus
4329701,Anhinga rufa
4329710,Tenebrio molitor
4329711,Secale cereale
4329723,Juglans nigra
4329765,Herbaspirillum lusitanum
4329766,Hyphomonadaceae
4329767,Klebsiella variicola
4329837,Salmonella II 41:c:z6
4329839,Maclura
4329850,Salmonella Hillsborough
4329857,Sambucus nigra
4329859,Cryptostegia
4329864,Gamma-hemolytic streptococcus
4329907,Nocardia tenerifensis
4329908,Moritella abyssi
4329909,Natronobacterium
4329910,Natronococcus
4329911,Nocardia araoensis
4329912,Octadecabacter
4329918,Oleispira
4329919,Olsenella
4329920,Paenibacillus kribbensis
4329925,Natronorubrum
4329926,Nocardia vinacea
4329927,Ornithinicoccus
4329928,Mycobacterium chesapeaki
4329940,Methanothermobacter
4329941,Mycobacterium manitobense
4330004,Human adenovirus 6
4330063,Micromonospora nigra
4330064,Myceligenerans
4330065,Nesterenkonia sandarakina
4330066,Nocardia neocaledoniensis
4330067,Nocardia niigatensis
4330076,Ottowia
4330077,Oxalicibacterium
4330078,Methylarcula
4330079,Natronomonas
4330080,Nocardia caishijiensis
4330089,Streptomyces megasporus
4330090,Streptomyces albogriseolus
4330091,Genus Bocavirus
4330094,Mycobacterium palustre
4330095,Natrinema
4330096,Paenibacillus massiliensis
4330097,Pasteurella langaaensis
4330098,Pelotomaculum
4330100,Streptomyces gibsonii
4330102,Streptomyces griseorubens
4330163,Ascaridia galli
4330217,Streptomyces humidus
4330218,Streptomyces longisporus
4330221,Naxibacter
4330228,Pannonibacter
4330233,Sphingomonas aurantiaca
4330235,Methanofollis
4330237,Caulobacter vibrioides
4330238,Family Piscirickettsiaceae
4330239,Genus Cyclobacterium
4330240,Acidipropionibacterium microaerophilum
4330241,Erwinia aphidicola
4330315,Babesia bovis
4330317,Trichomonas vaginalis
4330319,Xenorhabdus
4330321,Delolepis gigantea
4330324,Prototheca ciferri
4330364,Helicobacter ganmani
4330365,Kibdelosporangium
4330446,"Treponema phagedenis, biotype reiteri"
4330501,Lactobacillus algidus
4330502,Paraliobacillus
4330503,Cellulomonas humilata
4330517,Gelria
4330518,Halobacterium cutirubrum
4330569,Brassica napobrassica
4330572,Murutucu virus
4330581,Capillaria cantenata
4330582,Skrjabinema africana
4330584,Myrmecobius fasciatus
4330588,Cokeromyces
4330630,Brevibacterium sanguinis
4330631,Burkholderia ubonensis
4330632,Mesonia
4330694,Lantana camara
4330698,Alenquer virus
4330712,Cynanchum africanum
4330734,Conyza
4330774,Lactobacillus parakefiri
4330775,Leptotrichia shahii
4330776,Leuconostoc gasicomitatum
4330787,Asanoa ishikariensis
4330852,Little gull
4330855,Brachiaria mutica
4330857,Setosphaeria rostrata
4330869,Quercus stellata
4330870,Radulinus boleoides
4330876,Kurthia zopfii
4330926,Micromonospora pallida
4330927,Paenibacillus sanguinis
4330928,Paenibacillus xylanilyticus
4330943,Micavibrio
4330944,Mogibacterium diversum
4330945,Mycobacterium sherrisii
4330946,Paenibacillus agarexedens
4330951,Nocardioides aestuarii
4330952,Nocardioides ganghwensis
4330989,Salmonella Maricopa
4330991,Cuming's giant rat
4331000,British lop pig
4331003,Marans chicken
4331004,Tody motmot
4331011,Haematopinus suis
4331028,Rhodococcus erythropolis
4331067,Mycobacterium lacticola
4331082,Methylomonas fodinarum
4331083,Paenibacillus cineris
4331084,Paenibacillus cookii
4331096,Methanosphaera
4331149,Aedes polynesiensis
4331162,Bovine enterovirus 7
4331167,Teratoscincus
4331172,Aedes luteocephalus
4331175,Zebrina
4331178,Brevibacterium oxydans
4331183,Sebastes brevispinis
4331225,Photorhabdus asymbiotica asymbiotica
4331226,Phocoenobacter
4331233,Flexibacter ruber
4331234,Halomonas halodenitrificans
4331236,Histophilus
4331237,Knoellia
4331238,Leptotrichia hofstadii
4331239,Mesoplasma tabanidae
4331240,Chlorobaculum
4331246,Photorhabdus luminescens laumondii
4331247,Planopolyspora
4331282,Heliornis fulica
4331290,Momordica charantia
4331297,Human rhinovirus 1A
4331299,Coxiella burnetii
4331305,Argemone ochroleuca
4331306,Notocotylus thienemanni
4331313,Lactophrys polygonia
4331319,Thiara tuberculata
4331365,Family Colwelliaceae
4331367,Genus Haliscomenobacter
4331368,Lactobacillus ultunensis
4331369,Marinobacter
4331370,Methanobrevibacter curvatus
4331371,Citricoccus muralis
4331372,Pseudomonas umsongensis
4331374,Hollandina
4331375,Legionella drancourtii
4331377,Fusobacterium equinum
4331378,Friedmanniella
4331379,Clostridium estertheticum subspecies laramiense
4331383,Nonomuraea roseoviolacea carminata
4331427,European pratincole
4331434,Menticirrhus americanus
4331442,Ginglymostoma cirratum
4331450,Bersama
4331456,Salmonella Bukavu
4331499,Chloroherpeton
4331500,Clostridium bartlettii
4331505,Modestobacter
4331506,Carnobacterium viridans
4331507,Catenococcus
4331511,Clostridium saccharobutylicum
4331512,Clostridium sartagoforme
4331513,Genus Carboxydothermus
4331519,Psychroflexus
4331520,Hylemonella
4331521,Lactobacillus fuchuensis
4331522,Lactobacillus kimchii
4331523,Leptospira alexanderi
4331527,Myxococcus
4331528,Nocardia pneumoniae
4331572,Caulolatilus princeps
4331577,Ossa virus
4331578,Stizostedion vitreum vitreum
4331590,Human poliovirus 1
4331591,Clusia rosea
4331593,Tringa melanoleuca
4331604,Reinhardtius hippoglossoides
4331640,Desulfarculales
4331641,Desulfovibrio sapovorans
4331642,Phylum Dictyoglomi
4331643,Bacteriovoracaceae
4331644,Phylum Aquificae
4331645,Beijerinckia fluminensis
4331646,Brevundimonas alba
4331647,Desulfovibrio burkinensis
4331648,Desulfosporosinus meridiei
4331649,Desulfovibrio sulfodismutans
4331650,Bartonella bovis
4331651,Bartonella chomelii
4331652,Cryomorphaceae
4331653,Desulfovibrio profundus
4331654,Desulfovibrio simplex
4331655,Desulfovibrio salexigens
4331656,Bartonella birtlesii
4331657,Beijerinckia indica indica
4331658,Desulfobacteraceae
4331659,Bartonella capreoli
4331660,Paraburkholderia sacchari
4331661,Paraburkholderia phymatum
4331662,Paraburkholderia phenazinium
4331663,Paraburkholderia tuberum
4331664,Genus Caldanaerobacter
4331665,Brachymonas
4331666,Burkholderia hospita
4331667,Desulfohalobiaceae
4331668,Desulfofustis
4331721,Clostridium cellulolyticum
4331723,American cocker spaniel
4331728,Legionella birminghamensis
4331736,Lipoptena depressa
4331738,Eucinostomus argenteus
4331804,Propionigenium
4331805,Erwinia persicina
4331806,Flexibacter polymorphus
4331807,Flexibacter canadensis
4331808,Halomonas halophila
4331809,Halomonas marisflavi
4331810,Halomonas halocynthiae
4331811,Lactobacillus perolens
4331812,Lactobacillus versmoldensis
4331813,Desulfonispora
4331820,Desulfovibrio aespoeensis
4331821,Desulfovibrio gigas
4331822,Desulfurellales
4331824,Cervus albirostris
4331825,Halospirulina
4331826,Nocardiopsis dassonvillei dassonvillei
4331827,Cytophaga xylanolytica
4331829,Prochlorotrichaceae
4331902,Cyprinodon nevadensis
4331906,Salmonella Grumpensis
4331951,Halomonas anticariensis
4331959,Caminicella
4332009,Asclepias galioides
4332013,Habronema
4332048,Syngnathus leptorhynchus
4332052,Gazella soemmerringii
4332090,Desulfovibrio zosterae
4332095,Jeotgalibacillus
4332096,Halomonas cupida
4332097,Kluyvera intermedia
4332098,Lactobacillus nagelii
4332102,Tetragenococcus solitarius
4332104,Gemmatimonadetes
4332105,Halolactibacillus
4332106,Halococcus salifodinae
4332154,Belgian horse
4332158,Pristis pectinata
4332159,Eimeria crocodyli
4332164,Land tortoise
4332169,Eubacterium nitrogenes
4332171,"Clostridium perfringens, type A"
4332241,Escherichia coli serogroup O88
4332247,Planococcus stackebrandtii
4332248,Dialister invisus
4332249,Eubacterium aggregans
4332250,Flexibacter tractuosus
4332353,Phyllobacterium
4332354,Gordonia namibiensis
4332355,Gordonia paraffinivorans
4332356,Halomonas koreensis
4332357,Herbaspirillum autotrophicum
4332358,Lactobacillus saerimneri
4332359,Lactobacillus sanfranciscensis
4332360,Lactobacillus kefiranofaciens kefiranofaciens
4332361,Marichromatium
4332362,Marinilactibacillus
4332772,Nocardiopsis salina
4332773,Nocardiopsis tropica
4332774,Oerskovia paurometabola
4332775,Paenibacillus granivorans
4332776,Paenibacillus jamilae
4332782,Mycobacterium silvaticum
4332783,Mycobacterium tusciae
4332784,Pasteuria
4332790,Methanomicrobia
4332791,Chryseobacterium formosense
4332792,Clostridium acidisoli
4332794,Mesoplasma photuris
4332795,Mesoplasma grammopterae
4332796,Mesoplasma seiffertii
4332797,Methanohalobium
4332798,Deinococcus indicus
4332925,Halomonas subglaciescola
4332926,Kribbella
4332927,Legionella drozanskii
4332930,Genus Polaromonas
4332931,Flavobacterium limicola
4332933,Melissococcus
4332934,Entomoplasmataceae
4332935,Meniscus
4332936,Family Methanocorpusculaceae
4332938,Cellulomonas xylanilytica
4332939,Sphingomonas leidyi
4332940,Sedimentibacter
4332941,Family Conexibacteraceae
4332946,Cystobacter
4333060,Gordonia sinesedis
4333070,Planococcus maritimus
4333074,Herbidospora
4333076,Photorhabdus luminescens thracensis
4333203,Halochromatium
4333204,Halococcus dombrowskii
4333205,Eremococcus
4333206,Flavobacterium gelidilacus
4333207,Flavobacterium micromati
4333208,Gordonia hydrophobica
4333214,Ignicoccus
4333215,Lactobacillus amylolyticus
4333217,Sorangium
4333218,Porphyromonas asaccharolytica
4333224,Propionibacterium australiense
4333344,Hydrogenophilales
4333346,Paralactobacillus
4333358,Gallibacterium
4333359,Halomonas ventosae
4333462,Paraburkholderia terricola
4333463,Burkholderia kururiensis
4333464,Lactobacillus antri
4333486,Lactobacillus gastricus
4333487,Lactobacillus psittaci
4333488,Hongiella mannitolivorans
4333601,Nautiliales
4333602,Genus Chlorobium
4333603,Chelatococcus
4333608,Polynucleobacter
4333617,Desulfovibrio acrylicus
4333618,Desulfovibrio africanus
4333619,Desulfovibrio bastinii
4333620,Desulfovibrio vulgaris
4333621,Desulfovibrio putealis
4333622,Desulfovibrio oxyclinae
4333749,Genus Janthinobacterium
4333750,Lactobacillus kitasatonis
4333751,Halomonas halodurans
4333753,Clostridium estertheticum subspecies estertheticum
4333755,Collinsella intestinalis
4333756,Coriobacterium
4333757,Leifsonia naganoensis
4333758,Prosthecobacter
4333759,Prosthecomicrobium
4333763,Sinobacteraceae
4333764,Lampropedia
4333769,Ferrimonadaceae
4333770,Gillisia
4333771,Mahella
4333772,Citricoccus alkalitolerans
4333773,Family Veillonellaceae
4333774,Corynebacterium spheniscorum
4333892,Genus Pilimelia
4333895,Halanaerobacter
4333896,Halomonas maura
4333897,Algoriphagus marincola
4333898,Luteococcus
4333899,Microvirga
4333900,Clostridium phytofermentans
4333901,Genus Coprothermobacter
4333906,Methanococcoides
4333907,Carnobacterium inhibens
4333908,Clostridium neopropionicum
4333913,Flavobacterium xinjiangense
4333914,Geobacillus
4334017,Glycomycineae
4334018,Lactobacillus malefermentans
4334024,Methylosinus
4334026,Promicromonospora
4334030,Clostridium stercorarium subspecies stercorarium
4334031,Genus Defluvibacter
4334043,Sporosarcina aquimarina
4334044,Psychrobacter faecalis
4334045,Crossiella
4334165,Erwinia pyrifoliae
4334166,Flavobacterium hibernum
4334167,Gemmobacter
4334168,Kocuria marina
4334169,Enterobacter ludwigii
4334170,Haematobacter
4334178,Enterococcus phoeniculicola
4334179,Filobacillus
4334180,Filomicrobium
4334181,Flavobacterium degerlachei
4334185,Planobispora
4334186,Exiguobacterium oxidotolerans
4334187,Holophaga
4334308,Mycobacterium caprae
4334309,Corallococcus
4334310,Nitrosococcus
4334311,Nocardia testacea
4334312,Micromonospora carbonacea
4334313,Moritella japonica
4334314,Moritella viscosa
4334315,Nocardia alba
4334316,Nocardiopsis listeri
4334317,Nocardiopsis lucentensis
4334318,Paenibacillus ehimensis
4334319,Paenibacillus glucanolyticus
4334320,Pectobacterium chrysanthemi
4334323,Nonomuraea longicatena
4334326,Micromonospora echinospora
4334327,Micromonospora endolithica
4334328,Micromonospora halophytica
4334329,Mycoplasma microti
4334330,Nocardia cummidelens
4334331,Nocardiopsis umidischolae
4334332,Nocardiopsis xinjiangensis
4334333,Microbacterium thalassium
4334334,Nocardia yamanashiensis
4334335,Ornithinimicrobium
4334336,Microtetraspora glauca
4334337,Orenia
4334469,Mycobacterium liflandii
4334470,Pedomicrobium
4334475,Mycetocola
4334476,Nesterenkonia lutea
4334499,Micromonospora chersina
4334500,Moritella yayanosii
4334501,Mycoplasma leonicaptivi
4334502,Nocardia cerradoensis
4334639,Mycobacterium pinnipedii
4334640,Streptomyces flocculus
4334641,Streptomyces fulvissimus
4334647,Streptomyces limosus
4334648,Streptomyces odorifer
4334650,Klebsiella singaporensis
