concept_id,concept_name
4188910,Genus Spermophilus
4188911,Genus Tamias
4188912,Genus Tamiasciurus
4188913,Subfamily Pteromyinae
4188914,Family Geomyidae
4188915,Convolvulus sepium
4188916,Genus Chaetodipus
4188917,Chaetodipus penicillatus
4188919,Subfamily Leithiinae
4188923,Lynx canadensis
4188925,Lynx rufus
4188978,Class Actinobacteria
4188979,Spiculopteragia spiculotera
4188980,Gammaproteobacteria
4188981,Pneumocystidomycetes
4188983,Clostridium bolteae
4188984,"Clostridium botulinum, non-toxin production"
4188993,Corynebacterium durum
4188994,Corynebacterium mucifaciens
4188995,Corynebacterium species not Corynebacterium jeikeium
4189007,Dekalb hybrid pig line 33
4189017,White Asiatic crane
4189042,Hirudo
4189056,Haemulon striatum
4189069,Genus Prionailurus
4189070,Puma concolor
4189071,Genus Neofelis
4189078,Uncia uncia
4189080,Genus Galidictis
4189081,Genus Crossarchus
4189082,Dologale
4189089,Paracynictis
4189090,Galerella
4189091,Viverridae
4189092,Genus Chrotogale
4189093,Genus Cynogale
4189094,Genus Diplogale
4189096,Genus Macrogalidia
4189097,Genus Prionodon
4189099,Eimeria scrofae
4189100,Proteles
4189101,Genus Tachyglossus
4189151,Manchurian crane
4189156,Phialophora
4189158,Diplogonoporus
4189165,Eggerthella hongkongensis
4189166,Eggerthella lenta
4189172,Enteroaggregative Escherichia coli Serotype O111:H21
4189173,Enteroaggregative Escherichia coli Serotype O126:H27
4189174,Enterobacter cloacae complex
4189185,Salmonella Neumuenster
4189188,Mycobacterium thamnophis
4189199,Johnston's mangabey
4189201,Enophrys taurina
4189212,Red bird of paradise
4189215,Genus Zaglossus
4189216,Choloepus hoffmanni
4189217,Genus Chaetophractus
4189220,Genus Tolypeutes
4189221,Manis tricuspis
4189222,Subfamily Hylomyinae
4189223,Subfamily Erinaceinae
4189224,Genus Mesechinus
4189225,Genus Crocidura
4189226,White-necked puffbird
4189227,Genus Ruwenzorisorex
4189228,Genus Blarina
4189229,Genus Scalopus
4189230,Genus Scaptonyx
4189232,Genus Urotrichus
4189233,Genus Desmana
4189237,Subfamily Geogalinae
4189238,Genus Geogale
4189241,Genus Hemicentetes
4189242,Genus Chrysochloris
4189243,Genus Cryptochloris
4189244,Subfamily Cheirogaleinae
4189245,Genus Cheirogaleus
4189246,Genus Varecia
4189247,Eulemur mongoz
4189248,Genus Lepilemur
4189249,Family Daubentoniidae
4189251,Genus Loris
4189252,Genus Perodicticus
4189253,Genus Galago
4189254,Genus Otolemur
4189255,Otolemur crassicaudata
4189310,Escherichia coli not O157
4189326,Fossaria truncatula
4189329,Macrococcus brunensis
4189330,Macrococcus equipercicus
4189336,Mammalian tick-borne virus group
4189340,Koutango virus
4189342,Dracunculus alii
4189344,Liopsetta glacialis
4189348,Trypanosoma caprae
4189370,Digitalis lanata
4189379,Rhinoptera bonasus
4189381,Genus Tarsius
4189386,Tarsius syrichta
4189387,Leontopithecus
4189389,Genus Saimiri
4189390,Platyrhinoidis triseriata
4189391,Genus Cacajao
4189392,Genus Pithecia
4189399,Hippelates flavipes
4189467,Order Mononegavirales
4189483,Microbacterium aerolatum
4189484,Microbacterium aurantiacum
4189486,Microbacterium gubbeenense
4189487,Microbacterium hydrocarbonoxydans
4189488,Microbacterium ketosireducens
4189489,Microbacterium kitamiense
4189490,Microbacterium oleivorans
4189491,Microbacterium paraoxydans
4189499,Mold resembling Coccidioides immitis
4189505,Moraxella-like organism
4189524,Itaqui virus
4189534,Salmonella Sanga
4189537,Wild goose
4189539,Echiophis punctifer
4189542,Veratrum japonicum
4189546,Protoopalina intestinalis
4189563,Musca amica
4189565,Genus Penthetor
4189566,Pteropus giganteus
4189571,Genus Eonycteris
4189572,Genus Notopteris
4189573,Genus Hesperoptenus
4189575,Genus Lasiurus
4189576,Genus Nyctalus
4189577,Genus Otonycteris
4189578,Genus Pipistrellus
4189579,Plecotus
4189580,Calicophoron raja
4189592,Genus Mysticina
4189593,Family Craseonycteridae
4189594,Genus Craseonycteris
4189595,Genus Molossops
4189596,Genus Mops
4189597,Genus Nyctinomops
4189598,Genus Otomops
4189638,Neisseria subflava biovar flava
4189639,Neisseria subflava biovar subflava
4189641,Neosartorya
4189642,Neosartorya fischeri var. verrucosa
4189643,Neosartorya spathulata
4189644,Neosartorya stramenia
4189645,Neosartorya tatenoi
4189648,Nitrobacter hamburgensis
4189649,Nitrobacter winogradskyi
4189652,Nocardia abscessus
4189674,Coriobacteriales
4189698,Genus Tadarida
4189699,Tadarida brasiliensis
4189700,Family Emballonuridae
4189701,Genus Coleura
4189702,Genus Peropteryx
4189703,Family Nycteridae
4189704,Subfamily Hipposiderinae
4189706,Subfamily Lonchophyllinae
4189707,Airedale terrier
4189708,Subfamily Carolliinae
4189709,Subfamily Stenodermatinae
4189710,Genus Diaemus
4189712,Genus Diphylla
4189713,Family Thyropteridae
4189714,Family Myzopodidae
4189715,Family Cynocephalidae
4189717,Genus Macroscelides
4189718,Genus Petrodomus
4189720,Family Hystricidae
4189733,Coendou prehensilis
4189734,Genus Echinoprocta
4189735,Family Dinomyidae
4189736,Subfamily Caviinae
4189737,Genus Hydrochaeris
4189738,Family Agoutidae
4189742,Genus Agouti
4189743,Tympanoctomys
4189744,Spalacopus
4189782,Legionellales
4189783,Pneumocystidales
4189786,Pycnonotus cafer
4189789,Paenibacillus lentimorbus
4189794,Pandoraea pulmonicola
4189796,Pantoea agglomerans pv. gypsophilae
4189797,Pantoea cedenensis
4189798,Parachlamydia acanthamoeba
4189799,Paracoccus
4189800,Paracoccus carotinifaciens
4189801,Paracoccus haeundaensis
4189803,Paracoccus kawasakiensis
4189804,Paracoccus kocurii
4189807,Digitalis purpurea
4189809,Sarritor frenatus
4189813,Solobacterium moorei
4189820,Acetobacter cerevisiae
4189821,Chilomastix mesnili
4189822,Acetobacter pomorum
4189823,Acetobacter syzygii
4189824,Achromobacter piechaudii
4189844,Subfamily Dactylomyinae
4189845,Subfamily Echimyinae
4189848,Genus Tapirus
4189849,Caniformia
4189853,Canis
4189854,Genus Cerdocyon
4189856,Genus Nyctereutes
4189859,Genus Speothos
4189860,Genus Vulpes
4189861,Family Mephitidae
4189862,Genus Spilogale
4189863,Genus Enhydra
4189865,Genus Lutra
4189869,Mustela frenata
4189872,Genus Zalophus
4189873,Genus Cystophora
4189874,Genus Lobodon
4189875,Mirounga leonina
4189882,Genus Procyon
4189883,Procyon lotor
4189886,Helarctos
4189887,Ailurus
4189888,Suborder Feliformia
4189891,Genus Felis
4189930,Achromobacter spanius
4189931,Achromobacter xylosoxidans
4189943,Sordariomycetes
4189944,Parengyodontium album
4189945,Apiosporaceae
4189946,Myxotrichaceae
4189947,Fusarium thapsinum
4189948,Geomyces
4189950,Nodulisporium
4189952,Calosphaeriales
4189953,Pleurophomopsis lignicola
4189954,Pseudozyma
4189955,Rhinocladiella anceps
4189957,Sporopachydermia
4189958,Sporotrichum
4189959,Stephanoascus
4189960,Tetraploa aristata
4189961,Torulomyces
4189962,Torulomyces lagena
4189963,Diphyllobothrium dendriticum
4189964,Trichosporon loubieri
4189965,Babesia CA3
4189968,Leptomyxidae
4189971,Dugong dugon
4189997,Genus Leptailurus
4189998,Leptailurus serval
4190000,Genus Lynx
4190024,Cortinarius
4190031,Panthera tigris (male) X Panthera leo (female) hybrid
4190032,Panthera leo (male) X Panthera tigris (female) hybrid
4190034,Subfamily Galidiinae
4190037,Genus Salanoia
4190038,Genus Bdeogale
4190039,Mansonia uniformis
4190041,Cynictis
4190042,Helogale
4190082,Alteromonadales
4190087,Family Bromoviridae
4190097,Proteus genomospecies 5
4190101,Chaetomium dreyfussii
4190118,Sango virus
4190119,Facklamia hominis
4190139,Mungos
4190140,Suricata
4190141,Cryptoprocta
4190142,Genus Eupleres
4190143,Genus Fossa
4190144,Fossa fossana
4190145,Subfamily Paradoxurinae
4190146,Subfamily Viverrinae
4190147,Genus Civettictis
4190148,Genus Genetta
4190149,Thysanosoma
4190150,Genus Viverra
4190151,Viverricula
4190152,Hyaenidae
4190154,Hyaena
4190155,Genus Ornithorhynchus
4190156,Genus Dasypus
4190157,Genus Bradypus
4190158,Megalonychidae
4190159,Genus Choloepus
4190160,Genus Echinosorex
4190161,Genus Podogymnura
4190162,Genus Hemiechinus
4190163,Muscardinus avellanarius
4190164,Genus Jaculus
4190165,Subfamily Zapodinae
4190173,Zapus princeps
4190175,Areca
4190177,Lobelia
4190238,Listeriaceae
4190240,Methylocystaceae
4190241,Methylophilaceae
4190242,Family Nosematidae
4190243,Paenibacillaceae
4190244,Pneumocystidaceae
4190245,Rhodobacteraceae
4190246,Sphingomonadaceae
4190248,Fastidious Gram Negative Rods
4190269,Agromonas
4190290,Uraeginthus cyanocephalus
4190295,Aulorhynchus flavidus
4190313,Silvius
4190318,Physaloptera poicilometra
4190321,Woodpecker-finch
4190369,Aurantimonas
4190370,Bradyrhizobium
4190371,Nesterenkonia
4190372,Oligotropha
4190373,Rhodopseudomonas
4190376,Globicatella sanguinis
4190377,Globicatella sulfidifaciens
4190424,Human rhinovirus 7
4190499,Imtechium assamiensis
4190529,Leifsonia
4190530,Leifsonia aquatica
4190531,Leifsonia xyli
4190532,Leifsonia xyli subsp. xyli
4190536,Paracoccus kondratievae
4190579,Subfamily Callicebinae
4190580,Subfamily Atelinae
4190581,Genus Brachyteles
4190589,Genus Papio
4190591,Genus Mandrillus
4190621,Paracoccus koreensis
4190622,Paracoccus pantotrophus
4190638,Photorhabdus temperata
4190639,Photorhizobium thompsonianum
4190646,Pneumocystis murina
4190674,Mandrillus leucophaeus
4190675,Genus Colobus
4190676,Colobus angolensis
4190678,Trachypithecus cristatus
4190680,Genus Hylobates
4190682,Family Hominidae
4190686,Genus Noctilio
4190687,Family Pteropodidae
4190690,Genus Epomops
4190696,Endolimax caviae
4190697,Xanthium orientale
4190699,Cuttlefish
4190702,Urechites
4190704,Coregonus kiyi
4190710,Sheep pox virus
4190713,Orthonopias triacis
4190714,Clavulinopsis fusiformis
4190747,Pseudomonas aeruginosa group
4190748,Pseudomonas brenneri
4190749,Pseudomonas congelans
4190751,Pseudomonas costantinii
4190752,Pseudomonas fluorescens biovar B
4190753,Pseudomonas jinjuensis
4190755,Pseudomonas mediterranea
4190760,Ralstonia insidiosa
4190761,Ralstonia syzygii
4190762,Rapid growing Mycobacterium species not Mycobacterium fortuitum complex
4190776,Rhizobium hainanense
4190795,Paramphistomum scotiae
4190799,Gerrhonotus
4190942,Rhizobium leguminosarum biovar trifolii
4190943,Rhizobium leguminosarum biovar viciae
4190944,Rhizobium sullae
4190945,Rhizobium/Agrobacterium group
4190946,Salmonella Israel
4190947,Rhodopseudomonas cryptolactis
4190948,Rhodopseudomonas julia
4190949,Rhodopseudomonas rhenobacensis
4190950,"Rickettsia, spotted fever group"
4190951,"Rickettsia, typhus group"
4190953,Roseomonas mucosa
4191011,Dermestes lardarius
4191028,Cricetus cricetus
4191141,Bluetongue virus 2
4191143,Myocastor coypus
4191144,Genus Aplodontia
4191145,Genus Castor
4191146,Genus Ammospermophilus
4191147,Genus Cynomys
4191221,Duck hepatitis B virus
4191223,Genus Glaucomys
4191224,Genus Petaurista
4191225,Family Heteromyidae
4191226,Genus Dipodomys
4191227,Dipodomys ordii
4191230,Chaetodipus baileyi
4191231,Genus Perognathus
4191232,Perognathus flavus
4191233,Family Dipodidae
4191234,Subfamily Allactaginae
4191236,Genus Napaeozapus
4191244,Zapus hudsonius
4191248,Acholeplasma morum
4191249,Pseudomonas fluorescens
4191252,Allium
4191261,Subfamily Crocidurinae
4191262,Genus Paracrocidura
4191263,Genus Surdisorex
4191348,Subfamily Soricinae
4191349,Genus Notiosorex
4191350,Genus Suncus
4191351,Sorex hoyi
4191352,Genus Megasorex
4191354,Genus Condylura
4191355,Genus Scapanus
4191356,Genus Mogera
4191359,Genus Galemys
4191360,Solenodon paradoxus
4191361,Scalopus aquaticus
4191368,Genus Potomogale
4191372,Genus Chlorotalpa
4191374,Eulemur fulvus
4191375,Genus Propithecus
4191376,Arctocebus aureus
4191377,Perodicticus potto
4191388,Genus Euoticus
4191473,Callitrichidae
4191474,Saguinus
4191475,Subfamily Cebinae
4191477,Subfamily Cercopithecinae
4191478,Genus Cercopithecus
4191484,Genus Theropithecus
4191485,Lophocebus albigenia
4191486,Chlorocebus aethiops
4191488,Genus Pygathrix
4191489,Trachypithecus francoisi
4191493,Genus Pan
4191496,Genus Pongo
4191499,Genus Alionycteris
4191500,Genus Aproteles
4191503,Genus Eidolon
4191504,Genus Harpionycteris
4191593,Ictonyx striatus
4191594,Lokern virus
4191599,Leptocimex boueti
4191604,Gobionellus oceanicus
4191605,Pneumonyssus santo-diasi
4191608,Salmonella Eimsbuettel
4191950,Hoopoe
4191955,Frog virus 18
4191958,"Salmonella II 9,46:z10:z39"
4192114,Cephenemyia ulrichii
4192120,Oudemansiella radicata
4192126,Myriodontium keratinophylum
4192128,Salmonella Abidjan
4192129,Onchocerca
4192133,Haemoproteus metchnikovi
4192134,Homeria pallida
4192144,Conium
4192146,Chamaeleo jacksoni
4192148,Schultzea beta
4192156,Amblyomma hebraeum
4192235,Phyllanthus engleri
4192246,Boar power pig 161
4192284,Penicillium spinulosum
4192369,Paraspidodera
4192370,Choniangium
4192371,Kobus ellipsiprymnus
4192372,Geigeria aspera
4192382,Lathyrus sylvestris
4192383,Catostomus microps
4192396,Sardinella aurita
4192397,Gordil virus
4192398,Lithosia caniola
4192399,Salmonella Wippra
4192499,Corriparta virus subgroup
4192500,Anas leucophrys
4192508,Gobionellus gracillimus
4192543,Physocephalus
4192634,Emericella
4192648,Human rhinovirus 55
4192659,Northern shrike
4192661,Porcine parvovirus
4192730,Daphne cneorum
4192732,Pic pig
4192766,Ribbon-tailed bird of paradise
4192859,Human rhinovirus 61
4193223,Plant producing phototoxicity
4193227,Clostridium carnis
4193233,Bambusicola thoracicus thoracicus
4193237,Notropis petersoni
4193239,Panstrongylus geniculatus
4193242,Salmonella Maiduguri
4193249,Cercospora
4193253,Adoneta
4193298,Ockelbo virus
4193313,Variola major virus
4193314,Variola minor virus
4193352,Cape gannet
4193355,Plagiorchis megalorchis
4193356,Hoslundia opposita
4193363,Cyathus striatus
4193367,Mobiluncus curtisii ss. holmesii
4193372,Microcystis
4193375,Hemiemblemaria simulus
4193379,Little wood-swallow
4193382,Noturus baileyi
4193390,Lupinus angustifolius
4193391,Cheyletiella
4193491,Leucocytozoon costai
4193493,Evermannichthys spongicola
4193499,Troglostrongylus
4193502,"Salmonella II 1,40:g,t:1,5"
4193533,Genus Platacanthomys
4193534,Genus Delanymys
4193535,Subfamily Myospalacinae
4193536,Subfamily Cricetomyinae
4193537,Genus Cricetomys
4193538,Cricetomys emini
4193539,Cricetomys gambianus
4193557,Trachinotus paitensis
4193628,Aleuria aurantia
4193629,Convallaria
4193636,Khalilia
4193640,Dermatophilus
4193644,Beauveria tenella
4193647,Ptychocheilus lucius
4193653,Drymaria arenarioides
4193659,Culex tarsalis
4193661,Bacillus megaterium
4193748,Schoengastia
4193754,Salmonella Tennessee
4193757,Mycoplasma mustelae
4193758,Euplectes franciscanus
4193759,Cylicostephanus barbatus
4193768,Salmonella Dapango
4193775,Salmonella Pramiso
4193781,Eimeria schubergi
4193896,Salmonella Leopoldville
4193899,Kaeng Khoi virus
4193901,Leishmania
4193905,Himantolophus groenlandicus
4193906,Diogenichthys laternatus
4193910,Nippostrongylus muris
4193913,Salmo trutta
4193915,Dwarf siren
4193916,Salmonella Good
4193928,Salmonella Seattle
4193930,Polygonum
4193931,Genus Mycoplasma
4193933,Rickettsia typhi
4193935,Boston terrier
4193937,Fregata andrewsi
4193958,Human echovirus
4194047,Anhembi virus
4194068,Epyris
4194072,Red crossbill
4194075,Heterakis linganensis
4194088,Genus Plerotes
4194089,Genus Ptenochirus
4194090,Genus Styloctenium
4194093,Genus Macroglossus
4194096,Genus Syconycteris
4194097,Subfamily Kerivoulinae
4194098,Genus Kerivoula
4194099,Subfamily Vespertilioninae
4194100,Antrozous pallidus
4194103,Genus Chalinolobus
4194104,Genus Eptesicus
4194105,Genus Myotis
4194106,Genus Nyctophilus
4194107,Pipistrellus subflavus
4194108,Genus Scotoecus
4194109,Genus Scotomanes
4194110,Genus Tylonycteris
4194134,Rio Bravo virus group
4194135,Bunyavirus serogroup Bwamba
4194136,Ehrlichia muris
4194137,Rickettsia peacockii
4194182,Sarcocystis rileyi
4194190,Visna/maedi virus virus
4194200,Saprolegnia
4194206,Stephanofilaria assamensis
4194224,Mirabilis
4194228,Romedale sheep
4194235,Painted redstart
4194236,Malacocottus kincaidi
4194241,Genus Murina
4194242,Subfamily Miniopterinae
4194243,Genus Miniopterus
4194244,Genus Rhinopoma
4194245,Family Mysticinidae
4194246,Genus Chaerephon
4194247,Genus Cheiromeles
4194248,Genus Eumops
4194250,Genus Cyttarops
4194251,Genus Emballonura
4194252,Family Rhinolophidae
4194255,Genus Anthops
4194256,Family Mormoopidae
4194257,Genus Macrotus
4194258,Genus Vampyrum
4194259,Vampyrum spectrum
4194261,Subfamily Glossophaginae
4194262,Subfamily Desmodontinae
4194264,Diaemus youngi
4194265,Elephantulus rufescens
4194266,Atherurus macrourus
4194267,Hystrix africaeaustralis
4194268,Hystrix indica
4194269,Hystrix cristata
4194270,Genus Trichys
4194275,Family Petromuridae
4194276,Genus Thryomys
4194277,Erethizon dorsatum
4194278,Erethizon dorsatum epixanthum
4194279,Genus Chinchilla
4194280,Chinchilla lanigara
4194282,Genus Lagostomus
4194283,Genus Microcavia
4194284,Genus Dasyprocta
4194285,Genus Myoprocta
4194326,Anatrichosoma cutaneum
4194327,Pelecanus occidentalis
4194340,Anopheles sinensis
4194353,Porcine enterovirus 1
4194354,Naja naja atra
4194363,Symphurus minor
4194368,Opistognathus aurifrons
4194369,Schistosomatium
4194378,Carpiodes carpio
4194389,Besnoitia bennetti
4194392,Hyoscyamus
4194393,Myoprocta acouchy
4194394,Tragelaphus imberbis
4194490,Calliphora stygia
4194496,Epinephelus fulvus
4194497,Mucor circinelloides
4194502,Salmonella Chincol
4194504,Genus Psychoda
4194508,Soboliphyme baturini
4194524,Panthera tigris
4194525,Streptococcus iniae
4194527,Miopithecus talapoin
4194538,Human rhinovirus 47
4194542,Crested seriema
4194549,Norman coach horse
4194611,Mansonia venezuelensis
4194616,Heracleum lanatum
4194617,Salmonella Lodz
4194623,Panicum antidotale
4194627,Human coxsackievirus A20
4194628,FHC elite pig 5
4194630,Plant producing triterpene
4194634,Trichophyton flavescens
4194638,Salmonella Cairina
4194649,Salmonella Lika
4194660,Cittotaenia denticulata
4194661,Schistosoma mattheei
4194663,Clematis virginiana
4194664,Automeris io
4194668,Eimeria danailovi
4194677,Franseria discolor
4194685,Fusarium chlamydosporum
4194686,Medicopsis romeroi
4194695,Turlock virus
4194704,Forpus cyanopygius
4194715,Subfamily Petromyscinae
4194716,Delanymys brooksi
4194717,Subfamily Lophiomyinae
4194718,Genus Lophiomys
4194764,Triticum
4194778,Alosa
4194780,Phomopsis leptostromiformis
4194782,Mucor ramosissimus
4194793,Absidia corymbifera
4194796,Pollenia rudis
4194798,Hog cholera virus
4194799,Ictalurus lupus
4194801,Hippobosca struthionis
4194819,Coregonus autumnalis
4194820,Rickettsia rhipicephali
4194823,Subfamily Dendromurinae
4194824,Genus Cricetus
4194825,Subfamily Calomyscinae
4194828,Genus Rhinoceros
4194829,Rhinoceros unicornis
4194830,Dicerorhinus sumatrensis
4194844,Ornithorhynchus anatinus
4194855,Cucurbita lagenaria
4194906,Human rhinovirus 14
4194908,Dorosoma cepedianum
4194910,Plasmodium reichenowi
4194912,Physaloptera dilitata
4194917,Exidia glandulosa
4194920,Persian cat
4194921,Knemidocoptes
4194925,Antiaris toxicaria
4194927,Salmonella Findorff
4194931,Cotugnia cuneata
4194933,Marteilia
4194940,Ciconia maguari
4194946,Ternidens deminutus
4194948,Salmonella Tamberma
4194951,Halichoeres cyanocephalus
4194954,Oesophagostomum walkeri
4194963,Aelurostrongylus
4194966,Kingdom Fungi yeast spore
4194968,Eimeria ovinoidalis
4194975,Cephalonomia
4194979,Guarea
4194990,Equine papillomavirus
4194996,Haemoproteus danilewskii
4195001,Brown Swiss cattle
4195002,Hybognathus placitus
4195006,Pernettya
4195009,Brown Norway rat
4195023,Aphanoascus
4195079,Hartertia
4195092,Montana Myotis leukoencephalitis virus
4195095,Sibine stimulea
4195105,Salmonella Jos
4195110,Khalilia sameera
4195120,Postharmastomum
4195130,Bulinus (Physopsis) africanus
4195134,Ophiophagus hannah
4195141,Etheostoma aquali
4195150,Taxus canadensis
4195163,"Leptospira interrogans, serogroup cynopteri"
4195170,Salmonella Roodepoort
4195173,Entamoeba gingivalis
4195226,Cassia floribunda
4195227,Duranta
4195228,Mulloidichthys dentatus
4195233,Percina shumardi
4195244,Notoedres
4195246,Palestine spiny mouse
4195257,Aepyceros melampus
4195264,Human adenovirus 38
4195269,British landrace pig
4195289,Pieris
4195301,"Salmonella II, group O:53"
4195303,Galenia africana
4195308,Myobia
4195311,Quilonia
4195313,Salmonella India
4195323,Pallasina barbata
4195363,Caiman crocodilus
4195364,Echinostoma melis
4195366,Syngamus skrjabinomorpha
4195370,Ariosoma balearicum
4195375,Nicotiana gossei
4195379,Trimeresurus okinavensis
4195382,Anopheles barberi
4195383,Frog virus 19
4195385,Dendroaspis polylepis
4195387,Xanthorrhoea hastile
4195388,Rhodomyrtus macrocarpa
4195390,Simulium rugglesi
4195401,Palyam virus subgroup
4195410,Streptococcus suis
4195412,Salmonella Paratyphi A
4195415,Sarcocystis ovicanis
4195435,Dictamnus albus
4195441,Entamoeba coli
4195442,Dermolepida albohirtum entomopoxvirus
4195449,Heterodera
4195455,Pseudomonas coronafaciens
4195476,Suifilaria suis
4195531,Bhalfilaria ladamii
4195539,Lepomis megalotis
4195551,Cenchrus ciliaris
4195553,Bluetongue virus 13
4195557,Malayan tree shrew
4195559,Simian immunodeficiency virus
4195570,"Salmonella II 6,7:z:z6"
4195576,Leptomyxa
4195592,Bowiea
4195597,Tacaribe virus
4195599,Capillaria erinacea
4195612,Petromyzon marinus
4195618,Acuaria uncinata
4195624,Urginea burkei
4195627,Chilean plantcutter
4195629,Derogenes
4195630,Kuru agent
4195631,Anas platyrhynchos platyrhynchos
4195639,Gram-positive spore-forming bacillus
4195641,Bothrops nasuta
4195685,Aristida dichotoma
4195700,Tabanus stygius
4195711,Syacium gunteri
4195728,Tetrameres fissispina
4195734,Fusarium nivale
4195735,Capparis
4195738,Occella dodecaedron
4195745,Poland China pig
4195748,Hydrophis ornatus
4195749,New Minto virus
4195751,Sanguinicola
4195754,Mullus auratus
4195766,Ferrissia
4195767,Dendroica caerulescens
4195772,Gonometa virus
4195781,Veillonella ratti
4195790,Paralichthys squamilentus
4195792,Rhodococcus globerulus
4195849,Tectona grandis
4195856,Salmonella Alexanderplatz
4195860,Oryx
4195861,Pekingese dog
4195863,European white stork
4195868,Brevibacterium picturae
4195869,Bryantella
4195870,Caldilineae
4195871,Brenneria salicis
4195872,Desulfovibrio gracilis
4195875,Genus Candoia
4195879,Salmonella Anecho
4195882,Sphaerospora
4195883,Genus Coluber
4195888,Pogonomyrmex occidentalis
4195890,Apophallus muhlingi
4195891,Erwinia mallotivora
4195904,Salmonella Offa
4195910,Pseudomonas straminea
4195912,Cichorium intybus
4195915,Gobiosoma horsti
4195921,Tataguine virus
4195930,Lebombo virus
4195933,Mynahpox virus
4195934,Mycoplasma lipofaciens
4195935,Crotalus horridus
4195939,Haemophilus influenzae
4195944,Lumpenus medius
4195994,Bifidobacterium thermacidophilum
4195995,Bifidobacterium psychraerophilum
4195996,Caldicellulosiruptor
4195997,Desulfovibrio giganteus
4195998,Desulfovibrio inopinatus
4195999,Brackiella
4196000,Bacteroides acidifaciens
4196001,Bartonella alsatica
4196002,Beutenbergia
4196003,Borrelia sinica
4196005,Desulfonatronaceae
4196021,Jonesia quinghaiensis
4196022,Desulfocapsa
4196032,Lucie pig
4196036,Eimeria coecicola
4196049,Landrace pig
4196050,Veratrum album
4196060,Salmonella Lekke
4196065,Fregata minor
4196066,Linum
4196078,Salmonella Diourbel
4196080,Gnathostoma doloresi
4196088,Cuterebra emasculator
4196089,Eptatretus deani
4196090,Prionotus alatus
4196091,Human poliovirus
4196094,Swainsona
4196158,Desulfovibrio longus
4196159,Desulfovibrio dechloracetivorans
4196160,Genus Desulfurococcus
4196161,Desulfuromusa
4196162,Filifactor alocis
4196163,Caulobacter fusiformis
4196164,Pectobacterium rhapontici
4196171,Flexibacter elegans
4196172,Halomonas hydrothermalis
4196178,Ophryoscolex
4196182,Tadorna
4196185,Vinca major
4196187,Cestoda
4196203,Syngnathus dunckeri
4196207,Opsanus pardus
4196208,Apterichtus kendalli
4196212,"Salmonella IV, group O:57"
4196213,Coregonus sardinella
4196219,Actinomadura cremea ss. rifamycini
4196224,Sigma virus
4196229,Anopheles pseudopunctipennis franciscanus
4196234,Human echovirus 6
4196237,Anopheles bancrofti
4196238,Drepanidotaenia lanceolata
4196247,Dutch rabbit
4196249,Anguilla marmorata
4196251,Triatoma recurva
4196253,Leishmania mexicana garnhami
4196301,Methylocella palustris
4196302,Natrinema pallidum
4196307,Methylobacter psychrophilus
4196308,Methylosinus sporium
4196309,Micropruina glycogenica
4196310,Myxococcus flavescens
4196311,Myxococcus macrosporus
4196313,Blastococcus aggregatus
4196314,Caldicellulosiruptor saccharolyticus
4196315,Desulfitobacterium hafniense
4196316,Desulfobacterium
4196317,Desulfonatronovibrio
4196318,Blastochloris sulfoviridis
4196319,Brevinema andersonii
4196320,Caedibacter pseudomutans
4196321,Balnearium
4196322,Brackiella oedipodis
4196323,Brumimicrobium
4196324,Caedibacter caryophilus
4196326,Tete virus
4196328,Calycanthus floridus
4196344,Synodus poeyi
4196345,Leishmania donovani complex
4196348,Ligustrum vulgare
4196353,Mycobacterium shimoidei
4196365,Boletus bicolor
4196376,Pholis ornata
4196377,Cucumis myriocarpus s.s. myriocarpus
4196386,Hura polyandra
4196397,Sprague-Dawley rat
4196443,Desulfonatronum
4196444,Family Syntrophobacteraceae
4196445,Desulfocella
4196449,Propionivibrio dicarboxylicus
4196450,Propionivibrio limicola
4196451,Prosthecobacter fusiformis
4196452,Hymenobacter aerophilus
4196453,Jeotgalicoccus pinnipedialis
4196454,Desulfurococcus mobilis
4196455,Methanoculleus palmolei
4196456,Methanoculleus submarinus
4196457,Propionispira
4196459,Johnsonella ignava
4196466,Halospirulina tapeticola
4196467,Mesorhizobium mediterraneum
4196474,European nuthatch
4196477,Cercopithecus campbelli
4196493,Bluetongue virus 3
4196498,Syngnathus floridae
4196501,Frog virus 14
4196503,Salmonella Caen
4196504,Umbrina coroides
4196519,Oligopus diagrammus
4196591,Geothrix fermentans
4196592,Ectothiorhodospira haloalkaliphila
4196593,Gluconacetobacter oboediens
4196594,Halorubrum sodomense
4196598,Caldicellulosiruptor lactoaceticus
4196599,Caldilineales
4196600,Halorubrum tebenquichense
4196601,Melittangium boletus
4196605,Marinilabilia salmonicolor
4196606,Methanobacterium oryzae
4196607,Methanobacterium congolense
4196609,Chlorobium chlorovibrioides
4196610,Cetobacterium somerae
4196612,Polynucleobacter necessarius
4196617,Thermoactinomyces intermedius
4196624,Nematodirus andrewi
4196630,Salmonella Shannon
4196635,Pteronia
4196643,Amanita cothurnata
4196646,Salmonella Bignona
4196650,Malva
4196655,Naja naja
4196660,Notropis buccula
4196663,Chelus fimbriata
4196666,Proteus
4196668,Annual plant
4196672,Pinus ponderosa
4196675,Mycoplasma genitalium
4196740,Halosimplex carlsbadense
4196741,Hymenobacter actinosclerus
4196742,Labrys monachus
4196743,Hespellia porcina
4196744,Kibdelosporangium philippinense
